,id,name,brewery_type,city,postal_code,country,longitude,latitude,phone,website_url,state,street
884,4e558cde-490f-4c49-b0c0-28d3abb9458b,big frog brewing company,micro,red bank,37415-6414,united states,-85.31017603,35.0916037,4238039046,http://www.bigfrogbrewery.com,tennessee,2122 dayton blvd
885,b1040378-9992-4329-90d8-989fabdf5097,big grove brewery,micro,iowa city,52240-4507,united states,-91.53189828,41.64713299,3195941891,http://www.biggrovebrewery.com,iowa,1225 s gilbert st
886,7541c361-f556-481e-905f-172dab289cce,big grove brewery & tap room,brewpub,iowa city,52240-4507,united states,-91.53189828,41.64713299,3196242337,,iowa,1225 s gilbert st
887,f59742d0-8848-414d-a1e1-59b428315374,big hart brewing company,brewpub,hart,49420-8172,united states,,,2313018226,http://www.bighartbrewing.com,michigan,4086 w polk rd
888,eefcf946-59e2-4ad0-ac41-955cffa9f701,big head brewing co.,micro,milwaukee,53213-2906,united states,-87.9201437,43.0429687,6082359636,http://www.bigheadbrewingco.com,wisconsin,6204 w state st
889,f5a551d7-6af0-418e-bec2-0f16044bb3f2,big horse brewpub,brewpub,hood river,97031-2315,united states,-121.5120956,45.7079528,5413864411,http://www.bighorsebrewpub.com,oregon,115 state st
891,d2699492-6d8c-492d-a52d-e71342e717ca,big island brewhaus,brewpub,kamuela,96743-7309,united states,-155.661471,20.025552,8088871717,http://www.bigislandbrewhaus.com,hawaii,64-1066 mamalahoa hwy unit 5
892,4383b079-c8fe-49c0-9999-9ff23a8f4f8e,big lake brewing,micro,holland,49423-2821,united states,-86.10791587,42.79149405,6167968888,http://www.biglakebrewing.com,michigan,13 w 7th st
893,0a229c47-5c8f-46e8-bf5c-e9866e006341,big lake brewing production facility,micro,holland,49423-4230,united states,-86.09988824,42.78029471,,,michigan,166 e 19th st
894,4445772e-e9d6-41c3-80cd-d5f4b70e7825,big leaf brewing,micro,west terre haute,47885-9626,united states,,,8122812187,,indiana,1320 durkees ferry rd
895,eccf5719-1dea-4661-b675-e862c8f3d475,big lick brewing company,micro,roanoke,24016,united states,-79.94873144,37.2724144,5405628383,http://www.biglickbrewingco.com,virginia,409 salem ave sw
896,36215801-9e64-49fa-9ad8-b80649d7de07,big lost meadery and brewery,micro,gillette,82716,united states,-105.5046114,44.2866583,3076603199,http://www.biglostmeadery.com,wyoming,106 s gillette ave
897,f00adb8d-12dc-45ef-852e-57d10d79f7ff,big lug canteen,brewpub,indianapolis,46240-1911,united states,-86.079957,39.912628,,,indiana,1435 e 86th st
898,13508268-325c-40ae-b1da-c7a4a295c6cb,big muddy brewing co,micro,murphysboro,62966-3938,united states,-89.33204055,37.78182292,6186848833,http://www.bigmuddybrewing.com,illinois,1430 n 7th st
899,62b7e476-a41e-4d17-a57a-e3658fc9224c,big rack brew haus,micro,winterset,50273-8113,united states,-93.923386,41.286503,,http://www.bigrackbrewhaus.com,iowa,2475 hiatt apple trl
900,068bdaad-c6e9-47b2-a3f8-fbdf24c059b6,big rip brewing company,micro,north kansas city,64116-4315,united states,-94.57786,39.1261133,8168660747,http://www.bigripbrewing.com,missouri,216 e 9th ave
901,8db35211-a4ca-44d7-a6dd-a31c3e2ead66,"big river brewery, llc",micro,pharr,78577-8345,united states,,,9565661455,,texas,505 w nolana loop
902,002012b4-afef-4e35-95bf-56930dbc599e,big river grille & brewing works - chattanooga,brewpub,chattanooga,37402-1009,united states,-85.31070875,35.05387554,4232672739,http://www.craftworksrestaurants.com,tennessee,222 broad st
903,077585a3-1bbb-46fa-90ac-6494765afc75,big river grille & brewing works - disney,brewpub,lake buena vista,32830-8442,united states,,,4075600253,http://www.craftworksrestaurants.com,florida,2101 epcot resorts blvd
904,f0570db4-92b3-4b86-8b98-9628d917ffcc,big rock chop house & brewery,contract,birmingham,48009-6577,united states,-83.19603911,42.54693868,2486477774,http://www.bigrockchophouse.com,michigan,245 s eton st
905,6f458334-b27f-4637-bbef-08902a118637,big sexy brewing company,micro,sacramento,95828-1131,united states,-121.3757237,38.52149864,9163747332,http://www.bigsexybrewing.com,california,5861 88th st ste 800
907,9f87a804-b9ce-4264-9cc1-c8f6edfdb83f,big sky brewing co,regional,missoula,59808-8680,united states,-114.0730248,46.9224156,4065492777,http://www.bigskybrew.com,montana,5417 trumpeter way
908,d5e9205f-ff1f-4cd2-9eec-2844197449f1,big slide brewery,brewpub,lake placid,12946,united states,-73.96977615,44.26461237,5185237844,http://www.bigslidebrewery.com,new york,5686 cascade road
909,20a11408-a1f1-408c-89c0-aef4faef79c4,big storm brewing,micro,cape coral,33904-9046,united states,-81.9557454,26.5609342,,,florida,839 miramar st
910,881c39be-bb1c-4517-ad04-f6bd052fd74c,big storm brewing,micro,odessa,33556,united states,-82.62618762,28.19192178,7273762890,,florida,2330 success dr
911,491566c3-b7e2-42f6-a400-545ef0ceffdb,big storm brewing co.,micro,clearwater,33762-4604,united states,,,7274970666,http://www.bigstormbrewery.com,florida,12707 49th st n
912,9002d0c7-e0c1-4db2-ba73-fb31043ea41f,big stump brewing company,micro,sacramento,95811-4024,united states,-121.4263334,38.68887875,9166687433,http://www.bigstumpbrewco.com/,california,1716 l st
913,dc1b146d-741e-426b-8216-a65911e0f76a,big texan brewery,brewpub,amarillo,79118-6915,united states,,,8063726000,http://www.bigtexan.com,texas,7701 interstate 40 access rd
914,797e1d68-c1e1-478c-bc92-9561c7d951b5,big thompson brewery,micro,loveland,80538-3832,united states,-105.0746687,40.40811243,,,colorado,114 e 15th st
915,dc4706e6-80e6-4c6e-adc1-504f0711adbc,big thorn farm and brewery,micro,georgetown,61846-7594,united states,,,2175970156,http://www.bigthornfarm.com,illinois,14274 e 600 north rd
916,77e31ad7-17aa-4c92-9200-ab12888aaacd,big timber brewing,micro,elkins,26241-3437,united states,-79.85143109,38.91765609,3046375008,http://www.bigtimberbrewing.com,west virginia,1210 s davis ave
917,a1964010-0e7c-4bd0-9da1-1aef938faf44,big time brewery,brewpub,seattle,98105-6213,united states,-122.3135759,47.65785225,2065454509,http://www.bigtimebrewery.com,washington,4133 university way ne
918,83b19e83-5855-4e53-88e4-987ab398d8ae,big top brewing company,micro,sarasota,34232-6224,united states,,,,http://bigtopbrewing.com,florida,6111 porter way unit b
919,00eddf9c-e274-4d9a-8957-457e3ea570ac,big tupper brewing,brewpub,tupper lake,12986-1719,united states,-74.46576367,44.223293,5183596350,http://www.bigtupperbrewing.com,new york,12 cliff ave
920,76b27550-7e67-4aae-9e70-384e5c84bc79,big ugly brewing co,micro,chesapeake,23322-4378,united states,-76.22847989,36.67862015,7576092739,http://www.biguglybrewing.com,virginia,1296 battlefield blvd s
921,e9e4c64c-bd3f-4c43-aab3-9b685f70d9b0,big water brewery,micro,salisbury,03268-5423,united states,-71.717004,43.409129,6036486068,http://www.bigwaterbrewery.net,new hampshire,24 robie rd
922,fcae18a9-9809-487e-a8e8-21125010ce4a,big wood brewery,micro,white bear lake,55110-3045,united states,,,6123602986,http://www.bigwoodbrewery.com,minnesota,2222 4th st ste rear
923,5a56a77e-507d-4fb8-b62d-31c48240d512,big woods brewery,brewpub,white bear lake,55110,united states,-93.007108,45.08530367,8139886000,http://www.bigwoodsbeer.com,minnesota,2222 4th street
924,810dda02-89b0-44a0-a287-228109259314,big's bbq brewpub,brewpub,mount vernon,52314,united states,-91.41772002,41.92299939,3195351060,http://www.bigsbbqmv.com,iowa,124 2nd ave nw
925,f62eed3c-818b-49a8-9aca-20ebe1793f23,bigelow brewing company,brewpub,skowhegan,04976-5126,united states,-69.72961613,44.71991967,2073996262,http://www.bigelowbrewing.com,maine,473 bigelow hill rd
926,2ebb8fea-f982-43a0-bc95-b0ac01ae3f99,bike dog brewing co,micro,west sacramento,95691-3471,united states,-121.5433734,38.5660851,,,california,2534 industrial blvd ste 110
927,7d5db948-1fc5-45b6-a277-8d69a6352055,bike rack brewing co,micro,bentonville,72712-5839,united states,,,4792686648,http://www.bikerackbrewing.com,arkansas,410 sw a st ste 6
928,8d77bca9-de55-47a3-93e1-a72290a39c08,bike rack brewing co - 8th street market,micro,bentonville,72712-6409,united states,-94.200584,36.364069,4793196593,http://www.bikerackbrewing.com,arkansas,801 se 8th st
929,40dbdacc-6531-4c83-8622-49758b82a052,bike trale brewing,micro,leesburg,20175-3106,united states,-77.562422,39.113418,5712930050,http://www.biketralebrewing.com,virginia,101 loudoun st se
930,ddad9761-9bd4-4dbd-a744-890c38eb61ac,biker brew house,micro,austintown,44515-1170,united states,,,,http://www.bikerbrewhouse.com,ohio,5700 interstate blvd
931,5e549a83-df46-462c-aa98-3bd6dd0e65fd,bilbo's pizza and brewery,brewpub,kalamazoo,49008-1528,united states,-85.63122494,42.27160225,2693825544,http://www.bilbospizza.com,michigan,3307 stadium dr
932,2e6d6446-a752-4ed5-85dc-164d7bb799ba,bill's brewing co.,brewpub,wilmington,28403,united states,-77.892361,34.242224,9107626333,http://www.billsfrontporch.com,north carolina,4238 market st.
933,76f46964-b68a-4156-8a61-dbd2e6acaacf,bill's front porch pub and brewery,brewpub,wilmington,28403-1409,united states,-77.892361,34.242224,9107626333,http://www.billsfrontporch.com,north carolina,4238 market st
934,47a98559-734f-4475-ad82-f8bad6a69bf1,bill's tavern and brewhouse,brewpub,cannon beach,97110-3037,united states,-123.9610943,45.89803615,5034362202,http://www.billstavernandbrewhouse.com,oregon,188 n hemlock st
935,26e2db12-3e83-438b-9ed7-c43eb0fed1f9,billsburg brewery,micro,williamsburg,23185-7911,united states,-76.7129558,37.2682365,,http://www.billsburg.com,virginia,2054 jamestown rd
936,d238261c-e421-4ee9-a530-2e661d417d62,biloba brewing,micro,brookfield,53045-3447,united states,,,2623095820,http://www.bilobabrewing.com,wisconsin,18720 pleasant st stop 4
937,c66e7af2-41c2-4e8b-b66d-32ea62e28d4f,biloxi brewing co,micro,biloxi,39530-3812,united states,-88.89361913,30.3982915,2282731638,http://www.biloxibrewing.com,mississippi,186 bohn st
938,6ccd6e8a-5d6c-4a5e-a285-57067d8b3a41,biltmore brewing company,proprietor,asheville,28801-3462,united states,,,8004113812,http://www.biltmore.com,north carolina,1 n pack sq c/o biltmore winery estates
939,aa7a58a8-b2af-4c19-a73b-7b803262bfad,bine valley brewing,micro,salem,97302-1130,united states,-123.0104248,44.92083964,7602249889,http://www.binebrews.com,oregon,2027 25th st se
940,5b64e8ae-f38a-4cf0-8d60-e3f0cf3c9572,binghamton brewing co,micro,johnson city,13790-2234,united states,-75.95337584,42.11473563,6072383448,http://www.bingbrew.com,new york,15 avenue b
941,106a32d5-54fd-4431-8406-0803aef87605,bingo beer company,planning,richmond,23230,united states,,,8043975226,http://www.bingorva.com/,virginia,2900 w broad st
942,ffd991bf-fb26-470c-9167-77d54c1fd57b,birch's on the lake,brewpub,long lake,55356-8314,united states,-93.55601814,44.98493915,9524737373,http://www.birchsrestaurantandbar.com,minnesota,1310 wayzata blvd
943,16be946c-4c1b-415b-ac5d-05a5efe1429c,bircus brewing,micro,ludlow,41016-1451,united states,-84.54923129,39.0935089,8593607757,http://www.bircus.com,kentucky,322 elm st
944,0b8ab2be-1d15-4a60-8bd2-e526a6615567,bird brain brewing company,contract,leesburg,20175-8962,united states,-77.54348368,39.09389489,,,virginia,435 nikki ter se
946,817d37b5-07f0-4722-9b9d-d37e238a6fbe,bird street brewing,micro,lemoore,93245-2947,united states,-119.784711,36.30146756,5593094649,http://www.birdstreetbrewing.com,california,242 heinlen st
947,78cc5335-72ed-4756-8c08-b18c65ea3675,birdboy brewing co,micro,fort wayne,46825-5304,united states,-85.13900142,41.12187792,2605795508,http://www.birdboybrewing.com,indiana,210 e collins rd
948,55cf083b-d2b1-4839-878f-730d1a00fc27,birdfish brewing co,micro,columbiana,44408-1348,united states,-80.69353036,40.888487,3303339385,http://www.birdfishbrew.com,ohio,16 s main st
949,b47dbcd6-1beb-434c-a9fb-3f8d88772800,birds fly south ale project,micro,greenville,29601-1012,united states,,,8644128825,,south carolina,1320 hampton avenue ext
950,2f8dee5a-fc6e-49f3-84de-20ca5580acd4,birdsong brewing co.,micro,charlotte,28206-3371,united states,-80.82704272,35.23060753,7043321810,http://www.birdsongbrewing.com,north carolina,1016 n davidson st
951,10617c0b-c29a-4e60-bd3d-5e4d56649398,birdsview brewing co,micro,concrete,98237-9460,united states,-121.7378167,48.5357818,3608263406,http://www.birdsviewbrewingcompany.com,washington,38302 state route 20
953,ceabe2ed-e384-453c-a972-245ff8abc850,birravino,brewpub,red bank,07701-1015,united states,-74.07536238,40.35352565,7328425990,http://www.birravino.com,new jersey,183 riverside ave
954,66cb7863-0a8f-49e0-96e5-d29ed5b69e86,birreria @ eataly,brewpub,chicago,60611-2701,united states,-87.6262332,41.89209845,,http://www.eataly.com,illinois,43 e ohio st
955,aec527a2-0534-4252-86e0-56c621fc835d,birreria @ eataly,brewpub,new york,10010-3302,united states,,,2125390204,http://www.eatalyny.com,new york,200 5th ave fl 14
956,27c38f61-cc1b-4e9c-baea-a55193ba486b,birthright brewing co.,brewpub,nazareth,18064-2037,united states,-75.31224579,40.74211365,6103652225,http://www.birthrightbrewingco.com,pennsylvania,57 s main st
957,9baed18a-8f26-4e9a-a56f-280ced6d1d7a,biscayne bay brewing co,micro,miami,33122-1631,united states,,,,,florida,8000 nw 25th st ste 500
958,105076f0-ca29-4fb5-8c91-73e1d7dbfb9d,bismarck brewing,brewpub,bismarck,58503-1814,united states,-100.7737552,46.86270313,,http://www.bismarckbrew.com,north dakota,1100 canada ave suite 1
959,7e37544f-5e87-4652-95db-e946e58ae9ed,bison brewing co,contract,san jose,95112-5932,united states,-121.8665257,37.31531409,5108125996,http://bisonbrew.com,california,1627 s 7th st
960,9ca594a0-97b0-4bd5-a4fe-5b8ee789289f,bissell brothers brewing,micro,portland,04102-2639,united states,-70.2904097,43.6514062,2074233622,http://www.bissellbrothers.com,maine,4 thompsons pt ste 108
961,77c019ef-bc30-40e4-aa2b-5c51ffa38453,bistronomy b2b craft brewery,brewpub,albuquerque,87106-2216,united states,-106.6102147,35.080354,5052622222,http://www.bistronomyb2b.com,new mexico,3118 central ave se
962,3169d94b-9531-4639-8eea-54f94d72eace,bitter brothers brewing co.,micro,san diego,92117-5252,united states,-117.2202906,32.81614831,6199616690,http://www.bitterbrothers.com,california,4170 morena blvd ste f
963,bfdbcc50-5bfa-443b-a2fa-586f433a28e0,bitter creek brewing co,brewpub,rock springs,82901-6348,united states,-109.2181243,41.58683904,3073624782,http://www.bittercreekbrewing.com,wyoming,604 broadway st
964,80dd3663-71f9-46db-811e-7b1610731542,bitter old fecker rustic ales,micro,chelsea,48118-9229,united states,-83.98452281,42.2995379,7344445201,,michigan,12855 e old us hwy 12
965,2f3d22a3-113e-424a-aed6-b8a2f2f785c2,bitter root brewing co,micro,hamilton,59840-2541,united states,-114.1551946,46.24733778,4063637468,http://www.bitterrootbrewing.com,montana,101 marcus st
966,27812208-7d7b-4c77-b62a-bc405d6af897,bitter sisters brewing company,micro,addison,75001-4316,united states,-96.845846,32.951222,9724790949,http://www.bittersistersbrewery.com,texas,15103 surveyor blvd
967,1946d91f-cffd-4794-9f88-4264b923f398,"bittersweet brewing company, llc",micro,grover beach,93433-2265,united states,-120.6088596,35.12009944,,http://www.bittersweetbrewing.com,california,191 s oak park blvd ste 3
968,8f291173-eb33-4277-96a6-81a3a1b32709,bj's brewhouse,regional,temple,76501-4319,united states,-97.33525536,31.09509964,7145002400,,texas,602 e central ave
969,57b4c49f-7c62-4f88-8027-deeb7aa29a99,bjs restaurant & brewery - boulder,brewpub,boulder,80301-,united states,-105.258512,40.0291592,3034405200,http://www.bjsrestaurants.com,colorado,1690 28th st
970,b550667b-11ec-49f0-8609-071ca0395269,bjs restaurant & brewery - brea,brewpub,brea,92821-5764,united states,-117.8863245,33.9152037,7149902095,http://www.bjsrestaurants.com,california,600 brea mall dr
971,a9888981-3b31-4cb8-80ec-83b4e089dc04,bjs restaurant & brewery - chandler,brewpub,chandler,85226-5175,united states,-111.911126,33.3053455,4809170631,http://www.bjsrestaurants.com,arizona,3155 w chandler blvd
972,8fe53360-1c28-4c1a-8e98-49ff1966fc25,bjs restaurant & brewery - reno,brewpub,reno,89511-8917,united states,-119.8122668,39.5244083,7758537575,http://www.bjsbrewhouse.com,nevada,13999 s virginia st
973,d4b77aea-a845-46b2-8f6e-b81378525c89,bjs restaurant & brewery - west covina,brewpub,west covina,91791-1603,united states,-117.8867988,34.07298952,6268580054,http://www.bjsrestaurants.com,california,2917 e eastland ctr dr
974,283ac187-d4fb-4859-b536-3a4566d9631a,bjs restauraunt & brewhouse,brewpub,tacoma,98409,united states,-122.467515,47.214875,2534721220,https://www.bjsrestaurants.com/locations/wa/tacoma,washington,4502 s. steele st. suite 1500
975,9e7959cb-8292-4892-aa10-6467c2b764b0,bks artisan ales,micro,kansas city,64110,united states,-94.493961,39.010093,8166733027,http://www.bksartisanales.com,missouri,633 e 63rd st #120
976,e018afc5-b867-44d2-b3e6-9f54e66bc5c8,blã¼ dragonfly brewing,brewpub,cimarron,87714-4027,united states,-104.914428,36.511427,9186361095,,new mexico,301 e 9th st # c
977,64fd68cb-1304-41c8-b42d-0b5e801e7156,black acre brewing co,brewpub,indianapolis,46219-6428,united states,-86.1452662,39.7668669,3177973316,http://www.blackacrebrewing.com,indiana,5632 e washington st
979,77c455db-9445-408f-8447-c4d28830edf9,black bear brewery,micro,orono,04473-4095,united states,,,2078899123,http://www.blackbearmicrobrew.com,maine,19 mill st ste 4
980,2d1c4b89-4d44-4f47-8ea1-b11fdfc247bd,black bottle brewery,brewpub,fort collins,80525-1074,united states,,,9704932337,http://www.blackbottlebrewery.com,colorado,1611 s college ave ste ste1609
981,c616ab6b-bba4-4d23-b341-b325251f3420,black bridge brewery,micro,kingman,86401-5833,united states,-114.051737,35.1895877,9283773618,http://www.blackbridgebrewery.com,arizona,421 e beale st
983,fd28030a-631f-410a-b426-9c67c29b3175,black circle brewing co,micro,indianapolis,46205,united states,-86.123944,39.8398813,3174260143,http://www.blackcirclebrewing.com,indiana,2201 e 46th st
